student_id,course_id,n_contributions,total_words,avg_words_per_contribution,lexical_diversity,analytical_keyword_density,engagement_consistency,chat_count,attendance_ratio,speaking_seconds,semantic_similarity,has_transcript,has_chat,has_attendance,has_reference,speaking_time_available,programme,cohort,participation_score
STU0071,MMBA8-EEGB,46.0,458.0,9.956521739130435,6.588497320575569,0.05240174672489083,0.07768680714798148,9.0,0.9375,202.0,0.05828804862386794,1,1,1,1,1,MMBA,MMBA8,19.0
STU0010,MMBA8-EEGB,90.0,1582.0,17.57777777777778,9.528750825173399,0.03034134007585335,0.0,18.0,0.9375,590.0,0.016296543550868625,1,1,1,1,1,MMBA,MMBA8,22.0
STU0061,MMBA8-EEGB,72.0,770.0,10.694444444444445,7.567874686642695,0.01818181818181818,0.1073214464321437,15.0,0.9375,312.0,0.004825097210421806,1,1,1,1,1,MMBA,MMBA8,22.0
STU0036,MMBA8-EEGB,16.0,116.0,7.25,4.178145108983667,0.017241379310344827,1.0,6.0,0.9375,56.0,0.07782131611388154,1,1,1,1,1,MMBA,MMBA8,19.0
STU0005,MMBA8-EEGB,112.0,1292.0,11.535714285714286,9.570336006084105,0.018575851393188854,0.3583344376721227,5.0,0.9375,634.0,0.02280781679744312,1,1,1,1,1,MMBA,MMBA8,22.0
STU0028,MMBA8-EEGB,2.0,2.0,1.0,0.7071067811865475,0.0,1.0,12.0,0.9375,2.0,0.0,1,1,1,1,1,MMBA,MMBA8,19.0
STU0039,MMBA8-EEGB,160.0,1532.0,9.575,10.219522606151921,0.024804177545691905,0.34054354768491346,14.0,1.0,706.0,0.047269209132768185,1,1,1,1,1,MMBA,MMBA8,23.0
STU0043,MMBA8-EEGB,48.0,998.0,20.791666666666668,8.325119532502876,0.03006012024048096,0.350480947161671,5.0,0.9375,390.0,0.09669220426234763,1,1,1,1,1,MMBA,MMBA8,20.0
STU0065,MMBA8-EEGB,2.0,2.0,1.0,0.7071067811865475,0.0,1.0,1.0,0.9375,2.0,0.0,1,1,1,1,1,MMBA,MMBA8,21.0
STU0054,MMBA8-EEGB,4.0,4.0,1.0,1.0,0.0,1.0,3.0,0.875,2.0,0.0,1,1,1,1,1,MMBA,MMBA8,21.0
STU0066,MMBA8-EEGB,14.0,108.0,7.714285714285714,4.137676929192318,0.0,0.010256681389212874,1.0,0.875,42.0,0.0,1,1,1,1,1,MMBA,MMBA8,19.0
STU0072,MMBA8-EEGB,3854.0,53366.0,13.846912298910222,13.860822487499854,0.05273020275081513,0.0,6.0,1.0,20824.0,0.07068662694496834,1,1,1,1,1,MMBA,MMBA8,20.0
STU0007,MMBA8-EEGB,82.0,1016.0,12.390243902439025,8.313789418080601,0.02952755905511811,0.0,20.0,0.9375,458.0,0.04087517130528297,1,1,1,1,1,MMBA,MMBA8,20.0
STU0015,MMBA8-EEGB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8125,0.0,,0,1,1,0,1,MMBA,MMBA8,20.0
STU0067,MMBA8-EEGB,6.0,10.0,1.6666666666666667,1.5811388300841895,0.0,0.5285954792089682,20.0,0.9375,6.0,0.0,1,1,1,1,1,MMBA,MMBA8,19.0
STU0002,MMBA8-EEGB,22.0,148.0,6.7272727272727275,4.603171644550004,0.04054054054054054,1.0,1.0,0.875,70.0,0.0,1,1,1,1,1,MMBA,MMBA8,23.0
STU0029,MMBA8-EEGB,6.0,18.0,3.0,2.121320343559643,0.0,1.0,5.0,0.9375,4.0,,1,1,1,0,1,MMBA,MMBA8,23.0
STU0006,MMBA8-EEGB,24.0,460.0,19.166666666666668,7.180287023450417,0.021739130434782608,0.05719095841793653,4.0,0.9375,162.0,0.0,1,1,1,1,1,MMBA,MMBA8,23.0
STU0041,MMBA8-EEGB,8.0,212.0,26.5,5.013660584127149,0.0,1.0,0.0,0.875,84.0,0.0,1,0,1,1,1,MMBA,MMBA8,21.0
STU0032,MMBA8-EEGB,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.875,0.0,,0,1,1,0,1,MMBA,MMBA8,23.0
STU0025,MMBA8-EEGB,16.0,272.0,17.0,5.093248125762992,0.03676470588235294,0.6464466094067263,3.0,0.9375,96.0,0.0,1,1,1,1,1,MMBA,MMBA8,20.0
STU0034,MMBA8-EEGB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,0,1,0,1,MMBA,MMBA8,21.0
STU0027,MMBA8-EEGB,8.0,54.0,6.75,3.4020690871988584,0.0,1.0,0.0,0.6875,18.0,0.0,1,0,1,1,1,MMBA,MMBA8,19.0
STU0049,MMBA8-EEGB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,MMBA,MMBA8,20.0
STU0042,MMBA8-EEGB,48.0,604.0,12.583333333333334,7.079959591309087,0.026490066225165563,0.007843258350778481,6.0,0.875,292.0,0.021670893324811782,1,1,1,1,1,MMBA,MMBA8,20.0
STU0068,MMBA8-EEGB,50.0,474.0,9.48,6.981591225054306,0.012658227848101266,0.09933358006418391,0.0,1.0,240.0,0.009756146355588614,1,0,1,1,1,MMBA,MMBA8,20.0
STU0017,MMBA8-EEGB,98.0,1176.0,12.0,8.485732323213153,0.034013605442176874,0.0,6.0,1.0,388.0,0.021742291243204315,1,1,1,1,1,MMBA,MMBA8,23.0
STU0003,MMBA8-EEGB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.875,0.0,,0,1,1,0,1,MMBA,MMBA8,20.0
STU0069,MMBA8-EEGB,2.0,2.0,1.0,0.7071067811865475,0.0,1.0,18.0,0.9375,2.0,0.0,1,1,1,1,1,MMBA,MMBA8,20.0
STU0058,MMBA8-EEGB,4.0,10.0,2.5,1.5811388300841895,0.0,1.0,2.0,0.5,6.0,0.0,1,1,1,1,1,MMBA,MMBA8,20.0
STU0008,MMBA8-EEGB,62.0,692.0,11.161290322580646,7.336759140252658,0.023121387283236993,0.7985484516645678,6.0,0.9375,294.0,0.01158310316790591,1,1,1,1,1,MMBA,MMBA8,20.0
STU0050,MMBA8-EEGB,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.875,0.0,,0,1,1,0,1,MMBA,MMBA8,21.0
STU0070,MMBA8-EEGB,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9375,0.0,,0,1,1,0,1,MMBA,MMBA8,20.0
STU0011,MMBA8-EEGB,2.0,26.0,13.0,2.3533936216582085,0.0,1.0,1.0,0.875,8.0,0.0,1,1,1,1,1,MMBA,MMBA8,23.0
STU0046,MMBA8-EEGB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,,0,0,1,0,1,MMBA,MMBA8,20.0
STU0057,MMBA8-EEGB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9375,0.0,,0,1,1,0,1,MMBA,MMBA8,20.0
STU0023,MMBA8-EEGB,16.0,214.0,13.375,4.921818674577575,0.009345794392523364,1.0,1.0,1.0,74.0,0.0,1,1,1,1,1,MMBA,MMBA8,23.0
STU0037,MMBA8-EEGB,124.0,1360.0,10.96774193548387,8.677218312746247,0.023529411764705882,0.11587006383866338,1.0,0.9375,546.0,0.021349460973164782,1,1,1,1,1,MMBA,MMBA8,20.0
STU0052,MMBA8-EEGB,2.0,6.0,3.0,1.2247448713915892,0.3333333333333333,1.0,1.0,0.6875,4.0,0.0,1,1,1,1,1,MMBA,MMBA8,20.0
STU0012,MMBA8-EEGB,30.0,178.0,5.933333333333334,5.5465344985693745,0.0,0.0,10.0,0.9375,68.0,0.0,1,1,1,1,1,MMBA,MMBA8,20.0
STU0013,MMBA8-EEGB,2.0,12.0,6.0,1.7320508075688774,0.0,1.0,3.0,0.9375,8.0,0.0,1,1,1,1,1,MMBA,MMBA8,21.0
STU0051,MMBA8-EEGB,12.0,46.0,3.8333333333333335,3.243723035407737,0.0,1.0,3.0,0.875,14.0,0.0,1,1,1,1,1,MMBA,MMBA8,20.0
STU0053,MMBA8-EEGB,382.0,3544.0,9.277486910994764,11.674490819374002,0.024280067758328628,0.14808103447908694,60.0,0.9375,1598.0,0.025400556927787404,1,1,1,1,1,MMBA,MMBA8,23.0
STU0004,MMBA8-EEGB,44.0,342.0,7.7727272727272725,6.597004459317676,0.06432748538011696,0.0,11.0,0.9375,116.0,0.002671062919524554,1,1,1,1,1,MMBA,MMBA8,20.0
STU0024,MMBA8-EEGB,19.0,136.0,7.157894736842105,5.745202602274046,0.0,0.08082898965405372,0.0,0.875,60.0,0.009620110846511704,1,0,1,1,1,MMBA,MMBA8,20.0
STU0014,MMBA8-EEGB,48.0,470.0,9.791666666666666,6.365465335399307,0.0,0.0,12.0,0.9375,166.0,0.007879079269468108,1,1,1,1,1,MMBA,MMBA8,20.0
STU0001,MMBA8-EEGB,174.0,2064.0,11.862068965517242,9.508869788316737,0.018410852713178296,0.49585546492367416,0.0,0.9375,996.0,0.05502521134103823,1,0,1,1,1,MMBA,MMBA8,25.0
STU0031,MMBA8-EEGB,60.0,904.0,15.066666666666666,7.483388683924567,0.01327433628318584,1.0,2.0,0.9375,366.0,,1,1,1,0,1,MMBA,MMBA8,20.0
STU0009,MMBA8-EEGB,38.0,518.0,13.631578947368421,7.205746312685448,0.023166023166023165,0.7984363983670867,13.0,0.9375,182.0,0.0,1,1,1,1,1,MMBA,MMBA8,20.0
STU0021,MMBA8-EEGB,40.0,444.0,11.1,6.549190170692244,0.036036036036036036,0.1514718625761431,8.0,0.9375,194.0,0.05760308622864928,1,1,1,1,1,MMBA,MMBA8,20.0
STU0064,MMBA8-EEGB,82.0,1562.0,19.048780487804876,9.94379209760591,0.030729833546734954,0.6872717965887881,6.0,0.9375,610.0,0.030420129231260064,1,1,1,1,1,MMBA,MMBA8,20.0
STU0026,MMBA8-EEGB,2.0,14.0,7.0,1.6035674514745464,0.0,1.0,1.0,0.9375,4.0,0.0,1,1,1,1,1,MMBA,MMBA8,23.0
STU0018,MMBA8-EEGB,86.0,1224.0,14.232558139534884,9.546754572932992,0.027823240589198037,0.32397944866285433,30.0,1.0,450.0,0.0,1,1,1,1,1,MMBA,MMBA8,21.0
STU0016,MMBA8-EEGB,136.0,1826.0,13.426470588235293,9.945773015519316,0.028477546549835708,0.15709077410962047,7.0,0.8125,678.0,0.005190744250992648,1,1,1,1,1,MMBA,MMBA8,20.0
STU0048,MMBA8-EEGB,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.875,0.0,,0,1,1,0,1,MMBA,MMBA8,20.0
STU0038,MMBA8-EEGB,78.0,1232.0,15.794871794871796,9.145336260885944,0.024350649350649352,0.535904519107743,9.0,0.9375,466.0,0.016576562847344774,1,1,1,1,1,MMBA,MMBA8,20.0
STU0035,MMBA8-EEGB,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.875,0.0,,0,1,1,0,1,MMBA,MMBA8,20.0
STU0056,MMBA8-EEGB,78.0,1320.0,16.923076923076923,8.890282403395362,0.021212121212121213,0.28266204244932347,2.0,0.9375,460.0,0.013598819011682245,1,1,1,1,1,MMBA,MMBA8,23.0
STU0020,MMBA8-EEGB,48.0,626.0,13.041666666666666,7.434055132890113,0.03194888178913738,0.24308741147562696,23.0,0.9375,264.0,0.03799998621615357,1,1,1,1,1,MMBA,MMBA8,23.0
STU0033,MMBA8-EEGB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.875,0.0,,0,1,1,0,1,MMBA,MMBA8,23.0
STU0030,MMBA8-EEGB,4.0,10.0,2.5,1.2649110640673518,0.0,1.0,1.0,0.375,4.0,0.0,1,1,1,1,1,MMBA,MMBA8,23.0
STU0060,MMBA8-EEGB,2.0,78.0,39.0,3.7365142126771658,0.02564102564102564,1.0,1.0,1.0,22.0,0.0,1,1,1,1,1,MMBA,MMBA8,23.0
STU0045,MMBA8-EEGB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9375,0.0,,0,1,1,0,1,MMBA,MMBA8,23.0
STU0047,MMBA8-EEGB,150.0,1610.0,10.733333333333333,9.495373178619271,0.018633540372670808,0.5757359312880715,18.0,0.9375,616.0,0.024992691907995697,1,1,1,1,1,MMBA,MMBA8,23.0
STU0019,MMBA8-EEGB,38.0,452.0,11.894736842105264,6.490973991846821,0.035398230088495575,0.0,10.0,0.9375,170.0,0.04424983153810467,1,1,1,1,1,MMBA,MMBA8,21.0
STU0055,MMBA8-EEGB,86.0,1076.0,12.511627906976743,8.535950651895693,0.026022304832713755,0.2917086885072062,16.0,0.9375,438.0,0.01640079977994479,1,1,1,1,1,MMBA,MMBA8,19.0
STU0022,MMBA8-EEGB,80.0,716.0,8.95,6.502685306941842,0.0446927374301676,0.17134647368959643,7.0,0.9375,274.0,0.09018217278169816,1,1,1,1,1,MMBA,MMBA8,20.0
STU0059,MMBA8-EEGB,158.0,2540.0,16.075949367088608,10.297943376969773,0.029921259842519685,0.26625940525623104,5.0,0.8125,1024.0,0.06945066862149733,1,1,1,1,1,MMBA,MMBA8,25.0
STU0062,MMBA8-OPS,64.0,775.0,12.109375,12.285002658631404,0.012903225806451613,0.0,85.0,1.0,268.0,0.008403387673360966,1,1,1,1,1,MMBA,MMBA8,19.285714285714285
STU0063,MMBA8-OPS,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.75,0.0,,0,1,1,0,1,MMBA,MMBA8,9.0
STU0071,MMBA8-OPS,46.0,335.0,7.282608695652174,9.288092200038601,0.029850746268656716,0.0,7.0,0.75,145.0,0.0,1,1,1,1,1,MMBA,MMBA8,16.57142857142857
STU0010,MMBA8-OPS,57.0,897.0,15.736842105263158,13.85644668835419,0.026755852842809364,0.06629409889577753,47.0,1.0,337.0,0.009493080203943103,1,1,1,1,1,MMBA,MMBA8,17.714285714285715
STU0061,MMBA8-OPS,55.0,529.0,9.618181818181819,11.043478260869565,0.020793950850661626,0.638735004886697,99.0,1.0,201.0,0.05724272851063802,1,1,1,1,1,MMBA,MMBA8,21.42857142857143
STU0036,MMBA8-OPS,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,0.0,,0,1,1,0,1,MMBA,MMBA8,15.285714285714285
STU0005,MMBA8-OPS,91.0,1015.0,11.153846153846153,15.191908657899138,0.041379310344827586,0.0,37.0,0.75,466.0,0.036404546275878566,1,1,1,1,1,MMBA,MMBA8,23.85714285714285
STU0028,MMBA8-OPS,4.0,79.0,19.75,7.313071356019155,0.0,1.0,28.0,0.875,29.0,0.0826552646693676,1,1,1,1,1,MMBA,MMBA8,14.0
STU0039,MMBA8-OPS,1.0,5.0,5.0,2.23606797749979,0.0,1.0,16.0,0.75,2.0,0.0,1,1,1,1,1,MMBA,MMBA8,12.714285714285715
STU0043,MMBA8-OPS,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.875,0.0,,0,1,1,0,1,MMBA,MMBA8,14.714285714285715
STU0065,MMBA8-OPS,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.625,0.0,,0,1,1,0,1,MMBA,MMBA8,17.0
STU0054,MMBA8-OPS,9.0,41.0,4.555555555555555,5.309907904212606,0.0,0.42264973081037427,33.0,0.625,16.0,0.0,1,1,1,1,1,MMBA,MMBA8,16.714285714285715
STU0066,MMBA8-OPS,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,,0,1,1,0,1,MMBA,MMBA8,23.142857142857142
STU0072,MMBA8-OPS,3.0,7.0,2.3333333333333335,2.6457513110645903,0.0,1.0,59.0,1.0,3.0,0.06930660718392012,1,1,1,1,1,MMBA,MMBA8,16.714285714285715
STU0007,MMBA8-OPS,14.0,173.0,12.357142857142858,9.65563120012526,0.017341040462427744,0.6311444432183413,55.0,1.0,76.0,0.0,1,1,1,1,1,MMBA,MMBA8,21.142857142857142
STU0015,MMBA8-OPS,1.0,3.0,3.0,1.7320508075688774,0.0,1.0,14.0,0.875,1.0,0.0,1,1,1,1,1,MMBA,MMBA8,14.714285714285715
STU0067,MMBA8-OPS,9.0,60.0,6.666666666666667,5.809475019311125,0.0,1.0,78.0,0.75,26.0,0.04268189997011453,1,1,1,1,1,MMBA,MMBA8,16.0
STU0002,MMBA8-OPS,12.0,174.0,14.5,9.24879613166262,0.005747126436781609,1.0,9.0,0.75,84.0,0.0,1,1,1,1,1,MMBA,MMBA8,19.57142857142857
STU0029,MMBA8-OPS,1.0,5.0,5.0,2.23606797749979,0.0,1.0,23.0,1.0,1.0,0.0,1,1,1,1,1,MMBA,MMBA8,18.0
STU0006,MMBA8-OPS,17.0,149.0,8.764705882352942,8.520011973398022,0.020134228187919462,0.22257930974121531,17.0,1.0,57.0,0.0,1,1,1,1,1,MMBA,MMBA8,15.714285714285715
STU0041,MMBA8-OPS,32.0,867.0,27.09375,12.022470311360443,0.025374855824682813,0.30178799781155285,7.0,1.0,296.0,0.013104593160426883,1,1,1,1,1,MMBA,MMBA8,16.714285714285715
STU0032,MMBA8-OPS,1926.0,19201.0,9.969366562824506,23.887245332139816,0.025207020467683975,0.4155171362154809,11.0,1.0,8424.0,0.10995260234405287,1,1,1,1,1,MMBA,MMBA8,13.714285714285715
STU0025,MMBA8-OPS,12.0,137.0,11.416666666666666,7.176604324820792,0.0072992700729927005,1.0,12.0,0.875,61.0,0.021832061117825284,1,1,1,1,1,MMBA,MMBA8,17.428571428571427
STU0034,MMBA8-OPS,2.0,11.0,5.5,2.412090756622109,0.0,1.0,8.0,1.0,3.0,0.0,1,1,1,1,1,MMBA,MMBA8,16.714285714285715
STU0027,MMBA8-OPS,7.0,126.0,18.0,6.948792289723034,0.0,0.0,4.0,0.625,47.0,0.0,1,1,1,1,1,MMBA,MMBA8,18.714285714285715
STU0049,MMBA8-OPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,MMBA,MMBA8,16.0
STU0042,MMBA8-OPS,6.0,212.0,35.333333333333336,8.859756374690443,0.03773584905660377,1.0,48.0,0.75,80.0,0.011317112134399924,1,1,1,1,1,MMBA,MMBA8,17.57142857142857
STU0068,MMBA8-OPS,3.0,32.0,10.666666666666666,5.126524163602469,0.09375,1.0,9.0,0.875,13.0,0.0,1,1,1,1,1,MMBA,MMBA8,16.428571428571427
STU0017,MMBA8-OPS,8.0,100.0,12.5,7.6,0.04,0.4271780381305199,11.0,0.875,31.0,0.0,1,1,1,1,1,MMBA,MMBA8,18.428571428571427
STU0003,MMBA8-OPS,9.0,32.0,3.5555555555555554,5.480077554195743,0.0,0.11808289631180313,29.0,1.0,9.0,0.0,1,1,1,1,1,MMBA,MMBA8,13.714285714285715
STU0069,MMBA8-OPS,1.0,3.0,3.0,1.7320508075688774,0.0,1.0,65.0,0.875,1.0,0.0,1,1,1,1,1,MMBA,MMBA8,21.285714285714285
STU0058,MMBA8-OPS,15.0,131.0,8.733333333333333,8.562299755278172,0.015267175572519083,0.0,40.0,0.875,56.0,0.0,1,1,1,1,1,MMBA,MMBA8,21.285714285714285
STU0008,MMBA8-OPS,34.0,578.0,17.0,11.979220763630924,0.012110726643598616,0.0,48.0,0.75,217.0,0.0,1,1,1,1,1,MMBA,MMBA8,23.142857142857142
STU0050,MMBA8-OPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,,0,0,1,0,1,MMBA,MMBA8,13.285714285714285
STU0070,MMBA8-OPS,7.0,71.0,10.142857142857142,6.289942788427422,0.0,0.3939084732686736,19.0,0.5,20.0,0.0,1,1,1,1,1,MMBA,MMBA8,16.142857142857142
STU0011,MMBA8-OPS,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.625,0.0,,0,1,1,0,1,MMBA,MMBA8,16.714285714285715
STU0046,MMBA8-OPS,8.0,158.0,19.75,8.353351483845165,0.05063291139240506,1.0,2.0,1.0,58.0,0.04686869939457518,1,1,1,1,1,MMBA,MMBA8,13.714285714285715
STU0057,MMBA8-OPS,5612.0,81002.0,14.433713471133286,32.34267389002775,0.02182662156489963,0.7113203191657083,18.0,0.875,33035.0,0.03790630859897315,1,1,1,1,1,MMBA,MMBA8,17.0
STU0023,MMBA8-OPS,32.0,448.0,14.0,10.724741921636822,0.017857142857142856,0.11611652351681556,24.0,0.5,168.0,0.00438529381590874,1,1,1,1,1,MMBA,MMBA8,21.714285714285715
STU0037,MMBA8-OPS,16.0,216.0,13.5,9.11754515369294,0.009259259259259259,0.0,21.0,0.5,82.0,0.0,1,1,1,1,1,MMBA,MMBA8,27.57142857142857
STU0052,MMBA8-OPS,29.0,652.0,22.482758620689655,11.827232794818157,0.03987730061349693,0.0,45.0,0.875,211.0,0.007400172353960857,1,1,1,1,1,MMBA,MMBA8,17.142857142857142
STU0012,MMBA8-OPS,15.0,42.0,2.8,6.017830648521584,0.0,0.0,59.0,0.875,16.0,0.0,1,1,1,1,1,MMBA,MMBA8,15.428571428571429
STU0013,MMBA8-OPS,9.0,111.0,12.333333333333334,7.783095565170492,0.0,1.0,50.0,0.75,49.0,0.0,1,1,1,1,1,MMBA,MMBA8,17.142857142857142
STU0051,MMBA8-OPS,3.0,14.0,4.666666666666667,2.9398736610366685,0.0,1.0,22.0,0.75,5.0,0.0,1,1,1,1,1,MMBA,MMBA8,21.57142857142857
STU0053,MMBA8-OPS,65.0,488.0,7.507692307692308,11.814914858548669,0.036885245901639344,0.0,109.0,1.0,229.0,0.0035632884699791168,1,1,1,1,1,MMBA,MMBA8,23.0
STU0004,MMBA8-OPS,6.0,20.0,3.3333333333333335,4.47213595499958,0.0,0.05719095841793653,28.0,0.875,8.0,0.0,1,1,1,1,1,MMBA,MMBA8,18.142857142857142
STU0024,MMBA8-OPS,25.0,294.0,11.76,9.622995418076771,0.03741496598639456,0.0,6.0,0.625,115.0,0.015677861869919537,1,1,1,1,1,MMBA,MMBA8,19.142857142857142
STU0014,MMBA8-OPS,134.0,1407.0,10.5,14.742735794501225,0.011371712864250177,0.0,40.0,0.875,453.0,0.003103528064747712,1,1,1,1,1,MMBA,MMBA8,23.0
STU0001,MMBA8-OPS,88.0,881.0,10.011363636363637,12.937288714160815,0.03178206583427923,0.20660439626751237,2.0,0.875,464.0,0.05552006206295605,1,1,1,1,1,MMBA,MMBA8,16.428571428571427
STU0040,MMBA8-OPS,28.0,142.0,5.071428571428571,9.063158669604242,0.035211267605633804,0.0,80.0,0.875,76.0,0.0,1,1,1,1,1,MMBA,MMBA8,13.714285714285715
STU0031,MMBA8-OPS,12.0,133.0,11.083333333333334,6.5033247714309,0.007518796992481203,1.0,26.0,1.0,47.0,0.07475753859055645,1,1,1,1,1,MMBA,MMBA8,18.714285714285715
STU0009,MMBA8-OPS,38.0,492.0,12.947368421052632,12.30779051321045,0.026422764227642278,0.22886803593558214,38.0,0.75,171.0,0.0,1,1,1,1,1,MMBA,MMBA8,23.57142857142857
STU0021,MMBA8-OPS,6.0,23.0,3.8333333333333335,4.587317109255645,0.0,0.05719095841793653,75.0,1.0,9.0,0.0,1,1,1,1,1,MMBA,MMBA8,19.42857142857143
STU0064,MMBA8-OPS,15.0,234.0,15.6,9.936550847001325,0.038461538461538464,0.34003367089255565,27.0,0.625,100.0,0.06754720892493385,1,1,1,1,1,MMBA,MMBA8,19.57142857142857
STU0026,MMBA8-OPS,9.0,133.0,14.777777777777779,7.197012747050196,0.022556390977443608,0.21432579868161383,24.0,0.75,53.0,0.0,1,1,1,1,1,MMBA,MMBA8,17.142857142857142
STU0018,MMBA8-OPS,4.0,39.0,9.75,4.963972767957701,0.02564102564102564,1.0,107.0,0.75,13.0,0.0,1,1,1,1,1,MMBA,MMBA8,21.142857142857142
STU0016,MMBA8-OPS,3.0,38.0,12.666666666666666,5.028864055053639,0.05263157894736842,1.0,17.0,0.625,16.0,0.0,1,1,1,1,1,MMBA,MMBA8,14.428571428571429
STU0048,MMBA8-OPS,3.0,4.0,1.3333333333333333,2.0,0.0,1.0,39.0,0.875,3.0,0.0,1,1,1,1,1,MMBA,MMBA8,15.428571428571429
STU0038,MMBA8-OPS,23.0,462.0,20.08695652173913,11.770625261540657,0.02813852813852814,0.2816212329626824,19.0,0.75,155.0,0.0,1,1,1,1,1,MMBA,MMBA8,20.285714285714285
STU0035,MMBA8-OPS,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1.0,0.0,,0,1,1,0,1,MMBA,MMBA8,16.428571428571427
STU0056,MMBA8-OPS,36.0,575.0,15.972222222222221,12.177241780933166,0.029565217391304348,0.5590414481559016,14.0,0.625,204.0,0.02505414396393393,1,1,1,1,1,MMBA,MMBA8,20.42857142857143
STU0020,MMBA8-OPS,15.0,201.0,13.4,9.663234937262796,0.03482587064676617,0.0,19.0,0.875,83.0,0.0,1,1,1,1,1,MMBA,MMBA8,22.57142857142857
STU0033,MMBA8-OPS,3.0,11.0,3.6666666666666665,3.3166247903554,0.0,0.5285954792089682,0.0,0.875,4.0,0.0,1,0,1,1,1,MMBA,MMBA8,13.0
STU0030,MMBA8-OPS,4.0,29.0,7.25,4.456688116249245,0.0,0.2928932188134524,22.0,0.5,12.0,0.0,1,1,1,1,1,MMBA,MMBA8,20.0
STU0060,MMBA8-OPS,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.0,,0,1,1,0,1,MMBA,MMBA8,16.0
STU0045,MMBA8-OPS,3.0,24.0,8.0,4.4907311951024935,0.041666666666666664,0.5285954792089682,13.0,1.0,8.0,0.0,1,1,1,1,1,MMBA,MMBA8,16.428571428571427
STU0047,MMBA8-OPS,81.0,1073.0,13.246913580246913,13.279734611480434,0.023299161230195712,0.2655825447143444,74.0,1.0,376.0,0.01990653832353428,1,1,1,1,1,MMBA,MMBA8,23.0
STU0019,MMBA8-OPS,32.0,415.0,12.96875,11.879312786906347,0.014457831325301205,0.5580582617584078,72.0,1.0,150.0,0.0,1,1,1,1,1,MMBA,MMBA8,17.285714285714285
STU0055,MMBA8-OPS,41.0,498.0,12.146341463414634,12.367855732570895,0.030120481927710843,0.11789554536462798,36.0,0.875,199.0,0.02917854485295224,1,1,1,1,1,MMBA,MMBA8,22.0
STU0022,MMBA8-OPS,3.0,17.0,5.666666666666667,4.123105625617661,0.0,0.5285954792089682,17.0,0.625,6.0,0.0,1,1,1,1,1,MMBA,MMBA8,15.857142857142858
STU0059,MMBA8-OPS,43.0,742.0,17.25581395348837,12.518503824554708,0.03908355795148248,0.6268184526539253,56.0,1.0,291.0,0.015960392463257055,1,1,1,1,1,MMBA,MMBA8,18.57142857142857
STU0062,MMBA8-HBO,20.0,101.0,5.05,7.562282645595918,0.019801980198019802,0.18990741269901745,71.0,1.0,39.0,0.004827686059470552,1,1,1,1,1,MMBA,MMBA8,22.0
STU0063,MMBA8-HBO,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.7,0.0,,0,1,1,0,1,MMBA,MMBA8,18.0
STU0071,MMBA8-HBO,8.0,132.0,16.5,7.659416862050705,0.015151515151515152,0.2928932188134524,6.0,0.6,60.0,0.0,1,1,1,1,1,MMBA,MMBA8,22.0
STU0010,MMBA8-HBO,17.0,297.0,17.470588235294116,8.703882797784892,0.04713804713804714,1.0,8.0,0.7,106.0,0.13125012531850783,1,1,1,1,1,MMBA,MMBA8,22.0
STU0061,MMBA8-HBO,42.0,537.0,12.785714285714286,11.996585485658466,0.0148975791433892,0.02689220766134859,55.0,0.7,205.0,0.0,1,1,1,1,1,MMBA,MMBA8,20.0
STU0036,MMBA8-HBO,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.8,0.0,,0,1,1,0,1,MMBA,MMBA8,22.0
STU0005,MMBA8-HBO,37.0,532.0,14.378378378378379,11.966117579432856,0.022556390977443608,0.24905708165136198,23.0,0.5,234.0,0.10107982995697572,1,1,1,1,1,MMBA,MMBA8,22.0
STU0028,MMBA8-HBO,1.0,6.0,6.0,2.4494897427831783,0.0,1.0,17.0,0.5,3.0,0.0,1,1,1,1,1,MMBA,MMBA8,22.0
